route,http_status,content_authority,cms_type,cms_path,title,description,review_status,production_change_verified
/en/shop/regenerating,200,REPOSITORY_AUTHORITATIVE,,,The Regenerating · Blue Diamond Medical,"The Regenerating — Myriade professional skincare, carried by Blue Diamond Medical Clinic.",REVIEW_IN_PROGRESS,NO
/en/shop/rejuvenative-moisturizer,200,CMS_AUTHORITATIVE,content_entry,/shop/rejuvenative-moisturizer,Rejuvenative Moisturizer · Blue Diamond Medical,A moisturizing cream formulated to restore and maintain skin's natural moisture balance.,REVIEW_IN_PROGRESS,NO
/en/shop/repair-kit,200,REPOSITORY_AUTHORITATIVE,,,Repair Kit · Blue Diamond Medical,"Repair Kit — Myriade professional skincare, carried by Blue Diamond Medical Clinic.",REVIEW_IN_PROGRESS,NO
/en/shop/replenish-hydrating-cream,200,CMS_AUTHORITATIVE,content_entry,/shop/replenish-hydrating-cream,Replenish Hydrating Cream · Blue Diamond Medical,"A hydrating cream formulated to restore moisture levels for smoother, softer, more balanced-feeling skin.",REVIEW_IN_PROGRESS,NO
/en/shop/retinol-complex-0-25,200,CMS_AUTHORITATIVE,content_entry,/shop/retinol-complex-0-25,Retinol Complex 0.25 · Blue Diamond Medical,The lowest of three Retinol Complex strengths — a starting point for those new to retinol.,REVIEW_IN_PROGRESS,NO
/en/shop/retinol-complex-0-5,200,CMS_AUTHORITATIVE,content_entry,/shop/retinol-complex-0-5,Retinol Complex 0.5 · Blue Diamond Medical,The mid-strength Retinol Complex — for those who have built tolerance beyond the 0.25 strength.,REVIEW_IN_PROGRESS,NO
/en/shop/retinol-complex-1-0,200,CMS_AUTHORITATIVE,content_entry,/shop/retinol-complex-1-0,Retinol Complex 1.0 · Blue Diamond Medical,"The highest of three Retinol Complex strengths, for skin that has already built tolerance to retinol.",REVIEW_IN_PROGRESS,NO
/en/shop/scar-recovery-gel-with-centelline-large,200,CMS_AUTHORITATIVE,content_entry,/shop/scar-recovery-gel-with-centelline-large,Scar Recovery Gel with Centelline® (Large) · Blue Diamond Medical,"A lightweight gel formulated to help minimize the appearance of scars, in the larger of two approved sizes.",REVIEW_IN_PROGRESS,NO
/en/shop/scar-recovery-gel-with-centelline-small,200,CMS_AUTHORITATIVE,content_entry,/shop/scar-recovery-gel-with-centelline-small,Scar Recovery Gel with Centelline® (Small) · Blue Diamond Medical,"A lightweight gel formulated to help minimize the appearance of scars, in the smaller of two approved sizes.",REVIEW_IN_PROGRESS,NO
/en/shop/skin-resurfacing-kit,200,REPOSITORY_AUTHORITATIVE,,,Skin Resurfacing Kit · Blue Diamond Medical,"Skin Resurfacing Kit — Myriade professional skincare, carried by Blue Diamond Medical Clinic.",REVIEW_IN_PROGRESS,NO
/en/shop/skin-resurfacing-support-kit,200,REPOSITORY_AUTHORITATIVE,,,Skin Resurfacing Support Kit · Blue Diamond Medical,"Skin Resurfacing Support Kit — Myriade professional skincare, carried by Blue Diamond Medical Clinic.",REVIEW_IN_PROGRESS,NO
/en/shop/soothing-gel,200,REPOSITORY_AUTHORITATIVE,,,The Soothing Gel · Blue Diamond Medical,"The Soothing Gel — Myriade professional skincare, carried by Blue Diamond Medical Clinic.",REVIEW_IN_PROGRESS,NO
/en/shop/soothing-mask,200,REPOSITORY_AUTHORITATIVE,,,The Soothing Mask · Blue Diamond Medical,"The Soothing Mask — Myriade professional skincare, carried by Blue Diamond Medical Clinic.",REVIEW_IN_PROGRESS,NO
/en/shop/the-brightening-peeling,200,REPOSITORY_AUTHORITATIVE,,,THE BRIGHTENING PEELING · Blue Diamond Medical,"THE BRIGHTENING PEELING — Myriade professional skincare, carried by Blue Diamond Medical Clinic.",REVIEW_IN_PROGRESS,NO
/en/shop/the-cleanser,200,REPOSITORY_AUTHORITATIVE,,,The Cleanser · Blue Diamond Medical,"The Cleanser — Myriade professional skincare, carried by Blue Diamond Medical Clinic.",REVIEW_IN_PROGRESS,NO
/en/shop/the-purifying-peeling,200,REPOSITORY_AUTHORITATIVE,,,THE PURIFYING PEELING · Blue Diamond Medical,"THE PURIFYING PEELING — Myriade professional skincare, carried by Blue Diamond Medical Clinic.",REVIEW_IN_PROGRESS,NO
/en/shop/tns-advanced-plus-serum,200,CMS_AUTHORITATIVE,content_entry,/shop/tns-advanced-plus-serum,TNS® Advanced+ Serum · Blue Diamond Medical,"A serum built on SkinMedica's TNS® growth-factor technology, formulated to support collagen production and cellular activity.",REVIEW_IN_PROGRESS,NO
/en/shop/tns-ceramide-treatment-cream,200,CMS_AUTHORITATIVE,content_entry,/shop/tns-ceramide-treatment-cream,TNS Ceramide Treatment Cream® · Blue Diamond Medical,"A moisture cream formulated to help heal, mend, and soothe severely dry, damaged, or compromised skin.",REVIEW_IN_PROGRESS,NO
/en/shop/tns-eye-repair,200,CMS_AUTHORITATIVE,content_entry,/shop/tns-eye-repair,TNS® Eye Repair · Blue Diamond Medical,"A treatment for the skin around the eyes, combining SkinMedica's TNS® growth-factor technology with peptides and vitamins A, C, and E.",REVIEW_IN_PROGRESS,NO
/en/shop/tns-recovery-complex,200,CMS_AUTHORITATIVE,content_entry,/shop/tns-recovery-complex,TNS Recovery Complex® · Blue Diamond Medical,A concentrated growth-factor serum formulated to help reduce the appearance of fine lines and wrinkles while improving skin tone and texture.,REVIEW_IN_PROGRESS,NO
/en/shop/total-defence-repair-spf-34-clear,200,CMS_AUTHORITATIVE,content_entry,/shop/total-defence-repair-spf-34-clear,Total Defense + Repair SPF 34 (Clear) · Blue Diamond Medical,"A broad-spectrum SPF 34 sunscreen in a clear, untinted formula, for daily use.",REVIEW_IN_PROGRESS,NO
/en/shop/total-defence-repair-spf-34-tinted,200,CMS_AUTHORITATIVE,content_entry,/shop/total-defence-repair-spf-34-tinted,Total Defense + Repair SPF 34 (Tinted) · Blue Diamond Medical,"A broad-spectrum SPF 34 sunscreen with sheer tinted coverage, for daily use.",REVIEW_IN_PROGRESS,NO
/en/shop/ultra-protective,200,REPOSITORY_AUTHORITATIVE,,,The Ultra Protective · Blue Diamond Medical,"The Ultra Protective — Myriade professional skincare, carried by Blue Diamond Medical Clinic.",REVIEW_IN_PROGRESS,NO
/en/shop/ultra-sheer-moisturizer,200,CMS_AUTHORITATIVE,content_entry,/shop/ultra-sheer-moisturizer,Ultra Sheer Moisturizer · Blue Diamond Medical,"A lightweight, oil-free moisturizer enriched with vitamins C and E.",REVIEW_IN_PROGRESS,NO
/en/shop/vitamin-c-e-complex,200,CMS_AUTHORITATIVE,content_entry,/shop/vitamin-c-e-complex,Vitamin C+E Complex · Blue Diamond Medical,"A morning antioxidant serum combining vitamin C and vitamin E, formulated to release gradually through the day.",REVIEW_IN_PROGRESS,NO
